;Time, aX, aY, aZ, gX, gY, gZ, Qw, Qx, Qy, Qz, Mx, My, Mz, P, T, ax, ay, az, gX, gY, gZ, P, T,T (F)
1687617718.0,-1008.0,-107.0,-38.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,5549.0,115049.0,31949.0,87747.0,49472.0,-0.4921875,-0.052246094,-0.018554688,0.0,0.0,0.0,0.865995559,49.472,121.0496
1687617724.0,-1004.0,-107.0,-26.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,3449.0,113700.0,31049.0,87747.0,49470.0,-0.490234375,-0.052246094,-0.012695313,0.0,0.0,0.0,0.865995559,49.47,121.046
1687617727.0,-1011.0,-91.0,-38.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4799.0,114299.0,31199.0,87747.0,49460.0,-0.493652344,-0.044433594,-0.018554688,0.0,0.0,0.0,0.865995559,49.46,121.028
1687617728.0,-1012.0,-104.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4649.0,114899.0,29849.0,87744.0,49460.0,-0.494140625,-0.05078125,-0.020019531,0.0,0.0,0.0,0.865965951,49.46,121.028
1687617736.0,-1007.0,-111.0,-43.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,5249.0,114299.0,31199.0,87745.0,49460.0,-0.491699219,-0.054199219,-0.020996094,0.0,0.0,0.0,0.86597582,49.46,121.028
1687617742.0,-1005.0,-106.0,-34.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,3449.0,115349.0,29849.0,87757.0,49462.0,-0.490722656,-0.051757813,-0.016601563,0.0,0.0,0.0,0.866094251,49.462,121.0316
1687617745.0,-1011.0,-102.0,-32.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4799.0,114299.0,29399.0,87729.0,49447.0,-0.493652344,-0.049804688,-0.015625,0.0,0.0,0.0,0.865817913,49.447,121.0046
1687617746.0,-1011.0,-82.0,-42.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4199.0,113700.0,30299.0,87726.0,49450.0,-0.493652344,-0.040039063,-0.020507813,0.0,0.0,0.0,0.865788305,49.45,121.01
1687617749.0,-1003.0,-108.0,-35.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,5399.0,114899.0,31049.0,87733.0,49460.0,-0.489746094,-0.052734375,-0.017089844,0.0,0.0,0.0,0.86585739,49.46,121.028
1687617754.0,-1014.0,-114.0,-41.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4949.0,115649.0,31799.0,87728.0,49447.0,-0.495117188,-0.055664063,-0.020019531,0.0,0.0,0.0,0.865808043,49.447,121.0046
1687617757.0,-1009.0,-122.0,-37.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4199.0,113700.0,30599.0,87726.0,49440.0,-0.492675781,-0.059570313,-0.018066406,0.0,0.0,0.0,0.865788305,49.44,120.992
1687617763.0,-1001.0,-134.0,-44.0,0.0,0.0,0.0,0.347,-0.656,0.297,0.599,5549.0,114749.0,30899.0,87745.0,49447.0,-0.488769531,-0.065429688,-0.021484375,0.0,0.0,0.0,0.86597582,49.447,121.0046
1687617767.0,-1022.0,-118.0,-58.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,5249.0,115049.0,31499.0,87731.0,49445.0,-0.499023438,-0.057617188,-0.028320313,0.0,0.0,0.0,0.865837651,49.445,121.001
1687617772.0,-1013.0,-101.0,-59.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3899.0,114899.0,31049.0,87738.0,49432.0,-0.494628906,-0.049316406,-0.028808594,0.0,0.0,0.0,0.865906736,49.432,120.9776
1687617775.0,-1014.0,-97.0,-48.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4049.0,115049.0,31499.0,87745.0,49437.0,-0.495117188,-0.047363281,-0.0234375,0.0,0.0,0.0,0.86597582,49.437,120.9866
1687617781.0,-998.0,-103.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4049.0,113849.0,31199.0,87731.0,49437.0,-0.487304688,-0.050292969,-0.020019531,0.0,0.0,0.0,0.865837651,49.437,120.9866
1687617784.0,-1021.0,-108.0,-52.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4049.0,115499.0,30899.0,87727.0,49437.0,-0.498535156,-0.052734375,-0.025390625,0.0,0.0,0.0,0.865798174,49.437,120.9866
1687617785.0,-1016.0,-99.0,-39.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,3749.0,116700.0,30899.0,87718.0,49437.0,-0.49609375,-0.048339844,-0.019042969,0.0,0.0,0.0,0.865709351,49.437,120.9866
1687617788.0,-1002.0,-83.0,-19.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,3899.0,115349.0,31049.0,87734.0,49435.0,-0.489257813,-0.040527344,-0.009277344,0.0,0.0,0.0,0.865867259,49.435,120.983
1687617793.0,-1005.0,-85.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,5249.0,116249.0,30149.0,87734.0,49435.0,-0.490722656,-0.041503906,-0.020019531,0.0,0.0,0.0,0.865867259,49.435,120.983
1687617797.0,-1012.0,-111.0,-36.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,3899.0,114149.0,31349.0,87738.0,49430.0,-0.494140625,-0.054199219,-0.017578125,0.0,0.0,0.0,0.865906736,49.43,120.974
1687617803.0,-1019.0,-110.0,-34.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3899.0,114149.0,30599.0,87744.0,49435.0,-0.497558594,-0.053710938,-0.016601563,0.0,0.0,0.0,0.865965951,49.435,120.983
1687617806.0,-1013.0,-96.0,-47.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,5549.0,115499.0,31499.0,87740.0,49432.0,-0.494628906,-0.046875,-0.022949219,0.0,0.0,0.0,0.865926474,49.432,120.9776
1687617811.0,-998.0,-116.0,-33.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,5249.0,115049.0,30449.0,87746.0,49427.0,-0.487304688,-0.056640625,-0.016113281,0.0,0.0,0.0,0.86598569,49.427,120.9686
1687617814.0,-1006.0,-106.0,-34.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4049.0,114749.0,31199.0,87741.0,49427.0,-0.491210938,-0.051757813,-0.016601563,0.0,0.0,0.0,0.865936343,49.427,120.9686
1687617815.0,-1012.0,-109.0,-38.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,5549.0,114299.0,30149.0,87741.0,49430.0,-0.494140625,-0.053222656,-0.018554688,0.0,0.0,0.0,0.865936343,49.43,120.974
1687617823.0,-1006.0,-88.0,-30.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,5399.0,114899.0,31349.0,87746.0,49420.0,-0.491210938,-0.04296875,-0.014648438,0.0,0.0,0.0,0.86598569,49.42,120.956
1687617824.0,-1028.0,-114.0,-61.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,3299.0,114749.0,29399.0,87746.0,49420.0,-0.501953125,-0.055664063,-0.029785156,0.0,0.0,0.0,0.86598569,49.42,120.956
1687617832.0,-1009.0,-99.0,-27.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,6299.0,115799.0,29399.0,87744.0,49415.0,-0.492675781,-0.048339844,-0.013183594,0.0,0.0,0.0,0.865965951,49.415,120.947
1687617841.0,-1007.0,-120.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,3899.0,112950.0,32549.0,87725.0,49407.0,-0.491699219,-0.05859375,-0.020019531,0.0,0.0,0.0,0.865778436,49.407,120.9326
1687617842.0,-1004.0,-102.0,-36.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,2699.0,114450.0,29849.0,87728.0,49417.0,-0.490234375,-0.049804688,-0.017578125,0.0,0.0,0.0,0.865808043,49.417,120.9506
1687617845.0,-997.0,-103.0,-45.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4799.0,114299.0,30449.0,87732.0,49405.0,-0.486816406,-0.050292969,-0.021972656,0.0,0.0,0.0,0.86584752,49.405,120.929
1687617850.0,-1015.0,-107.0,-49.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,2999.0,113849.0,29399.0,87727.0,49402.0,-0.495605469,-0.052246094,-0.023925781,0.0,0.0,0.0,0.865798174,49.402,120.9236
1687617853.0,-1007.0,-111.0,-43.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,4499.0,113849.0,31949.0,87739.0,49405.0,-0.491699219,-0.054199219,-0.020996094,0.0,0.0,0.0,0.865916605,49.405,120.929
1687617854.0,-1007.0,-98.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,3749.0,112799.0,30899.0,87739.0,49407.0,-0.491699219,-0.047851563,-0.020019531,0.0,0.0,0.0,0.865916605,49.407,120.9326
1687617863.0,-1026.0,-92.0,-40.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,4199.0,114149.0,32099.0,87740.0,49400.0,-0.500976563,-0.044921875,-0.01953125,0.0,0.0,0.0,0.865926474,49.4,120.92
1687617871.0,-1016.0,-112.0,-50.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4049.0,115499.0,34199.0,87735.0,49397.0,-0.49609375,-0.0546875,-0.024414063,0.0,0.0,0.0,0.865877128,49.397,120.9146
1687617875.0,-1012.0,-113.0,-43.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,3899.0,114450.0,31799.0,87733.0,49392.0,-0.494140625,-0.055175781,-0.020996094,0.0,0.0,0.0,0.86585739,49.392,120.9056
1687617881.0,-1009.0,-111.0,-40.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4949.0,113700.0,31049.0,87739.0,49387.0,-0.492675781,-0.054199219,-0.01953125,0.0,0.0,0.0,0.865916605,49.387,120.8966
1687617884.0,-1014.0,-107.0,-43.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3749.0,115049.0,30149.0,87722.0,49387.0,-0.495117188,-0.052246094,-0.020996094,0.0,0.0,0.0,0.865748828,49.387,120.8966
1687617889.0,-1017.0,-102.0,-40.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,4199.0,114450.0,31049.0,87737.0,49380.0,-0.496582031,-0.049804688,-0.01953125,0.0,0.0,0.0,0.865896867,49.38,120.884
1687617892.0,-1005.0,-95.0,-35.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,3149.0,114899.0,33299.0,87724.0,49380.0,-0.490722656,-0.046386719,-0.017089844,0.0,0.0,0.0,0.865768566,49.38,120.884
1687617893.0,-1022.0,-90.0,-43.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4199.0,112499.0,32099.0,87718.0,49377.0,-0.499023438,-0.043945313,-0.020996094,0.0,0.0,0.0,0.865709351,49.377,120.8786
1687617902.0,-1023.0,-126.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,2699.0,114450.0,30299.0,87731.0,49380.0,-0.499511719,-0.061523438,-0.020019531,0.0,0.0,0.0,0.865837651,49.38,120.884
1687617907.0,-1012.0,-93.0,-34.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,4199.0,114450.0,30599.0,87731.0,49372.0,-0.494140625,-0.045410156,-0.016601563,0.0,0.0,0.0,0.865837651,49.372,120.8696
1687617910.0,-1010.0,-107.0,-37.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4199.0,113700.0,31049.0,87734.0,49377.0,-0.493164063,-0.052246094,-0.018066406,0.0,0.0,0.0,0.865867259,49.377,120.8786
1687617911.0,-1014.0,-99.0,-35.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,3149.0,115349.0,30299.0,87733.0,49375.0,-0.495117188,-0.048339844,-0.017089844,0.0,0.0,0.0,0.86585739,49.375,120.875
1687617914.0,-1007.0,-113.0,-46.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4049.0,114749.0,30149.0,87731.0,49375.0,-0.491699219,-0.055175781,-0.022460938,0.0,0.0,0.0,0.865837651,49.375,120.875
1687617920.0,-1006.0,-116.0,-49.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4649.0,115349.0,29549.0,87730.0,49362.0,-0.491210938,-0.056640625,-0.023925781,0.0,0.0,0.0,0.865827782,49.362,120.8516
1687617923.0,-1012.0,-109.0,-40.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,2999.0,114299.0,31199.0,87734.0,49362.0,-0.494140625,-0.053222656,-0.01953125,0.0,0.0,0.0,0.865867259,49.362,120.8516
1687617928.0,-1015.0,-111.0,-33.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4199.0,113700.0,30299.0,87733.0,49360.0,-0.495605469,-0.054199219,-0.016113281,0.0,0.0,0.0,0.86585739,49.36,120.848
1687617932.0,-999.0,-106.0,-33.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,3299.0,113849.0,30449.0,87740.0,49362.0,-0.487792969,-0.051757813,-0.016113281,0.0,0.0,0.0,0.865926474,49.362,120.8516
1687617938.0,-1006.0,-105.0,-39.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,3449.0,114899.0,31049.0,87731.0,49347.0,-0.491210938,-0.051269531,-0.019042969,0.0,0.0,0.0,0.865837651,49.347,120.8246
1687617941.0,-1026.0,-88.0,-28.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4649.0,114450.0,29249.0,87741.0,49347.0,-0.500976563,-0.04296875,-0.013671875,0.0,0.0,0.0,0.865936343,49.347,120.8246
1687617946.0,-1020.0,-95.0,-16.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,4799.0,114749.0,29699.0,87741.0,49347.0,-0.498046875,-0.046386719,-0.0078125,0.0,0.0,0.0,0.865936343,49.347,120.8246
1687617949.0,-1009.0,-105.0,-44.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,3299.0,112799.0,30149.0,87740.0,49352.0,-0.492675781,-0.051269531,-0.021484375,0.0,0.0,0.0,0.865926474,49.352,120.8336
1687617950.0,-1013.0,-89.0,-28.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4649.0,114149.0,32099.0,87744.0,49345.0,-0.494628906,-0.043457031,-0.013671875,0.0,0.0,0.0,0.865965951,49.345,120.821
1687617953.0,-1013.0,-99.0,-34.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,2699.0,115349.0,29849.0,87743.0,49340.0,-0.494628906,-0.048339844,-0.016601563,0.0,0.0,0.0,0.865956082,49.34,120.812
1687617959.0,-1003.0,-109.0,-54.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,4199.0,116399.0,31349.0,87748.0,49337.0,-0.489746094,-0.053222656,-0.026367188,0.0,0.0,0.0,0.866005428,49.337,120.8066
1687617967.0,-1011.0,-113.0,-45.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,2549.0,113849.0,29399.0,87742.0,49335.0,-0.493652344,-0.055175781,-0.021972656,0.0,0.0,0.0,0.865946213,49.335,120.803
1687617968.0,-1020.0,-104.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4499.0,115499.0,31199.0,87745.0,49335.0,-0.498046875,-0.05078125,-0.020019531,0.0,0.0,0.0,0.86597582,49.335,120.803
1687617971.0,-1019.0,-78.0,-35.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,2549.0,114749.0,31199.0,87741.0,49325.0,-0.497558594,-0.038085938,-0.017089844,0.0,0.0,0.0,0.865936343,49.325,120.785
1687617977.0,-1014.0,-104.0,-40.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4049.0,115049.0,30149.0,87740.0,49327.0,-0.495117188,-0.05078125,-0.01953125,0.0,0.0,0.0,0.865926474,49.327,120.7886
1687617980.0,-1006.0,-104.0,-46.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,5699.0,113700.0,31799.0,87736.0,49322.0,-0.491210938,-0.05078125,-0.022460938,0.0,0.0,0.0,0.865886997,49.322,120.7796
1687617985.0,-1010.0,-91.0,-25.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4199.0,114450.0,32549.0,87736.0,49320.0,-0.493164063,-0.044433594,-0.012207031,0.0,0.0,0.0,0.865886997,49.32,120.776
1687617988.0,-1011.0,-99.0,-42.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,4799.0,115499.0,33449.0,87737.0,49312.0,-0.493652344,-0.048339844,-0.020507813,0.0,0.0,0.0,0.865896867,49.312,120.7616
1687617989.0,-1015.0,-116.0,-49.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,5249.0,113549.0,29699.0,87741.0,49312.0,-0.495605469,-0.056640625,-0.023925781,0.0,0.0,0.0,0.865936343,49.312,120.7616
1687617998.0,-1015.0,-118.0,-34.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,3899.0,113700.0,31799.0,87738.0,49310.0,-0.495605469,-0.057617188,-0.016601563,0.0,0.0,0.0,0.865906736,49.31,120.758
1687618006.0,-1022.0,-106.0,-30.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,6749.0,113549.0,31199.0,87740.0,49302.0,-0.499023438,-0.051757813,-0.014648438,0.0,0.0,0.0,0.865926474,49.302,120.7436
1687618007.0,-1018.0,-105.0,-55.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,6149.0,113399.0,31049.0,87741.0,49302.0,-0.497070313,-0.051269531,-0.026855469,0.0,0.0,0.0,0.865936343,49.302,120.7436
1687618010.0,-1003.0,-112.0,-43.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,3899.0,114450.0,31049.0,87740.0,49305.0,-0.489746094,-0.0546875,-0.020996094,0.0,0.0,0.0,0.865926474,49.305,120.749
1687618016.0,-1019.0,-110.0,-35.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3299.0,115499.0,30449.0,87741.0,49292.0,-0.497558594,-0.053710938,-0.017089844,0.0,0.0,0.0,0.865936343,49.292,120.7256
1687618019.0,-1012.0,-98.0,-29.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4199.0,116099.0,28799.0,87741.0,49297.0,-0.494140625,-0.047851563,-0.014160156,0.0,0.0,0.0,0.865936343,49.297,120.7346
1687618024.0,-1020.0,-107.0,-40.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,4649.0,114149.0,32099.0,87737.0,49290.0,-0.498046875,-0.052246094,-0.01953125,0.0,0.0,0.0,0.865896867,49.29,120.722
1687618028.0,-1009.0,-99.0,-45.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4799.0,113549.0,30899.0,87734.0,49292.0,-0.492675781,-0.048339844,-0.021972656,0.0,0.0,0.0,0.865867259,49.292,120.7256
1687618037.0,-1013.0,-101.0,-39.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,5249.0,114299.0,30449.0,87736.0,49287.0,-0.494628906,-0.049316406,-0.019042969,0.0,0.0,0.0,0.865886997,49.287,120.7166
1687618041.0,-1005.0,-110.0,-26.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,4949.0,115349.0,29849.0,87737.0,49280.0,-0.490722656,-0.053710938,-0.012695313,0.0,0.0,0.0,0.865896867,49.28,120.704
1687618042.0,-1006.0,-97.0,-29.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,5249.0,114299.0,30149.0,87738.0,49282.0,-0.491210938,-0.047363281,-0.014160156,0.0,0.0,0.0,0.865906736,49.282,120.7076
1687618046.0,-1014.0,-105.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,5249.0,112799.0,31499.0,87734.0,49280.0,-0.495117188,-0.051269531,-0.020019531,0.0,0.0,0.0,0.865867259,49.28,120.704
1687618049.0,-1022.0,-109.0,-56.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4499.0,114749.0,30899.0,87733.0,49275.0,-0.499023438,-0.053222656,-0.02734375,0.0,0.0,0.0,0.86585739,49.275,120.695
1687618055.0,-1003.0,-99.0,-52.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4199.0,112950.0,30599.0,87737.0,49277.0,-0.489746094,-0.048339844,-0.025390625,0.0,0.0,0.0,0.865896867,49.277,120.6986
1687618058.0,-1013.0,-102.0,-30.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,3749.0,113099.0,30899.0,87723.0,49282.0,-0.494628906,-0.049804688,-0.014648438,0.0,0.0,0.0,0.865758697,49.282,120.7076
1687618059.0,-1004.0,-112.0,-41.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3149.0,115349.0,30299.0,87724.0,49272.0,-0.490234375,-0.0546875,-0.020019531,0.0,0.0,0.0,0.865768566,49.272,120.6896
1687618067.0,-1017.0,-101.0,-51.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,6149.0,114149.0,30599.0,87736.0,49277.0,-0.496582031,-0.049316406,-0.024902344,0.0,0.0,0.0,0.865886997,49.277,120.6986
1687618073.0,-1030.0,-111.0,-48.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4949.0,114450.0,31799.0,87736.0,49280.0,-0.502929688,-0.054199219,-0.0234375,0.0,0.0,0.0,0.865886997,49.28,120.704
1687618076.0,-1008.0,-100.0,-40.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,5399.0,113700.0,30299.0,87739.0,49277.0,-0.4921875,-0.048828125,-0.01953125,0.0,0.0,0.0,0.865916605,49.277,120.6986
1687618077.0,-1007.0,-108.0,-43.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,5699.0,114149.0,32099.0,87740.0,49285.0,-0.491699219,-0.052734375,-0.020996094,0.0,0.0,0.0,0.865926474,49.285,120.713
1687618080.0,-999.0,-93.0,-47.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4499.0,115499.0,31499.0,87740.0,49287.0,-0.487792969,-0.045410156,-0.022949219,0.0,0.0,0.0,0.865926474,49.287,120.7166
1687618085.0,-1016.0,-102.0,-47.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,5549.0,113549.0,30899.0,87736.0,49282.0,-0.49609375,-0.049804688,-0.022949219,0.0,0.0,0.0,0.865886997,49.282,120.7076
1687618088.0,-997.0,-86.0,-34.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,4949.0,114149.0,29849.0,87739.0,49277.0,-0.486816406,-0.041992188,-0.016601563,0.0,0.0,0.0,0.865916605,49.277,120.6986
1687618094.0,-1007.0,-106.0,-43.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,3449.0,114899.0,29849.0,87735.0,49282.0,-0.491699219,-0.051757813,-0.020996094,0.0,0.0,0.0,0.865877128,49.282,120.7076
1687618098.0,-1005.0,-111.0,-37.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,7649.0,114899.0,29849.0,87740.0,49280.0,-0.490722656,-0.054199219,-0.018066406,0.0,0.0,0.0,0.865926474,49.28,120.704
1687618103.0,-1021.0,-109.0,-36.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4049.0,113849.0,30449.0,87737.0,49285.0,-0.498535156,-0.053222656,-0.017578125,0.0,0.0,0.0,0.865896867,49.285,120.713
1687618106.0,-1005.0,-106.0,-35.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,4049.0,113849.0,31199.0,87736.0,49282.0,-0.490722656,-0.051757813,-0.017089844,0.0,0.0,0.0,0.865886997,49.282,120.7076
1687618112.0,-1024.0,-104.0,-38.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4649.0,114149.0,31049.0,87736.0,49285.0,-0.5,-0.05078125,-0.018554688,0.0,0.0,0.0,0.865886997,49.285,120.713
1687618115.0,-1012.0,-104.0,-50.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4649.0,114149.0,31049.0,87736.0,49280.0,-0.494140625,-0.05078125,-0.024414063,0.0,0.0,0.0,0.865886997,49.28,120.704
1687618116.0,-1032.0,-108.0,-40.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,5549.0,114299.0,30449.0,87737.0,49282.0,-0.50390625,-0.052734375,-0.01953125,0.0,0.0,0.0,0.865896867,49.282,120.7076
1687618119.0,-1002.0,-109.0,-46.0,0.0,0.0,1.0,0.348,-0.656,0.296,0.598,3899.0,115349.0,31349.0,87738.0,49287.0,-0.489257813,-0.053222656,-0.022460938,0.0,0.0,0.007629395,0.865906736,49.287,120.7166
1687618124.0,-1006.0,-104.0,-32.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4199.0,113700.0,30599.0,87732.0,49287.0,-0.491210938,-0.05078125,-0.015625,0.0,0.0,0.0,0.86584752,49.287,120.7166
1687618133.0,-1027.0,-107.0,-45.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,5249.0,115049.0,30449.0,87738.0,49290.0,-0.501464844,-0.052246094,-0.021972656,0.0,0.0,0.0,0.865906736,49.29,120.722
1687618134.0,-1011.0,-104.0,-39.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,6299.0,114299.0,30899.0,87738.0,49290.0,-0.493652344,-0.05078125,-0.019042969,0.0,0.0,0.0,0.865906736,49.29,120.722
1687618137.0,-1015.0,-102.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4799.0,113099.0,31499.0,87738.0,49282.0,-0.495605469,-0.049804688,-0.020019531,0.0,0.0,0.0,0.865906736,49.282,120.7076
1687618142.0,-1008.0,-117.0,-40.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4649.0,114450.0,29249.0,87735.0,49292.0,-0.4921875,-0.057128906,-0.01953125,0.0,0.0,0.0,0.865877128,49.292,120.7256
1687618145.0,-1016.0,-103.0,-46.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,3899.0,112499.0,31049.0,87737.0,49295.0,-0.49609375,-0.050292969,-0.022460938,0.0,0.0,0.0,0.865896867,49.295,120.731
1687618151.0,-1020.0,-96.0,-35.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,5399.0,114450.0,30599.0,87736.0,49300.0,-0.498046875,-0.046875,-0.017089844,0.0,0.0,0.0,0.865886997,49.3,120.74
1687618154.0,-1010.0,-98.0,-49.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4649.0,114149.0,31349.0,87736.0,49300.0,-0.493164063,-0.047851563,-0.023925781,0.0,0.0,0.0,0.865886997,49.3,120.74
1687618155.0,-1019.0,-100.0,-47.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4049.0,113549.0,30899.0,87736.0,49300.0,-0.497558594,-0.048828125,-0.022949219,0.0,0.0,0.0,0.865886997,49.3,120.74
1687618163.0,-1013.0,-113.0,-38.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,3749.0,113849.0,31949.0,87734.0,49310.0,-0.494628906,-0.055175781,-0.018554688,0.0,0.0,0.0,0.865867259,49.31,120.758
1687618172.0,-1007.0,-104.0,-42.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4499.0,113849.0,31499.0,87730.0,49310.0,-0.491699219,-0.05078125,-0.020507813,0.0,0.0,0.0,0.865827782,49.31,120.758
1687618173.0,-1011.0,-113.0,-47.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4649.0,114149.0,30299.0,87730.0,49310.0,-0.493652344,-0.055175781,-0.022949219,0.0,0.0,0.0,0.865827782,49.31,120.758
1687618176.0,-1019.0,-115.0,-31.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,4049.0,113549.0,30899.0,87733.0,49312.0,-0.497558594,-0.056152344,-0.015136719,0.0,0.0,0.0,0.86585739,49.312,120.7616
