;Time, aX, aY, aZ, gX, gY, gZ, Qw, Qx, Qy, Qz, Mx, My, Mz, P, T, ax, ay, az, gX, gY, gZ, P, T,T (F)
1687617261.0,-1020.0,-96.0,-37.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,5549.0,114749.0,30899.0,87735.0,49758.0,-0.498046875,-0.046875,-0.018066406,0.0,0.0,0.0,0.865877128,49.758,121.5644
1687617262.0,-1017.0,-107.0,-25.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,5999.0,114749.0,30899.0,87746.0,49765.0,-0.496582031,-0.052246094,-0.012207031,0.0,0.0,0.0,0.86598569,49.765,121.577
1687617270.0,-1016.0,-111.0,-39.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,5399.0,112950.0,28799.0,87755.0,49748.0,-0.49609375,-0.054199219,-0.019042969,0.0,0.0,0.0,0.866074513,49.748,121.5464
1687617276.0,-1013.0,-89.0,-40.0,0.0,0.0,0.0,0.349,-0.656,0.297,0.598,2549.0,115799.0,30449.0,87739.0,49743.0,-0.494628906,-0.043457031,-0.01953125,0.0,0.0,0.0,0.865916605,49.743,121.5374
1687617279.0,-1013.0,-88.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,5699.0,114450.0,29849.0,87743.0,49740.0,-0.494628906,-0.04296875,-0.020019531,0.0,0.0,0.0,0.865956082,49.74,121.532
1687617280.0,-1016.0,-103.0,-22.0,0.0,0.0,0.0,0.349,-0.656,0.297,0.598,4649.0,115649.0,31049.0,87747.0,49743.0,-0.49609375,-0.050292969,-0.010742188,0.0,0.0,0.0,0.865995559,49.743,121.5374
1687617283.0,-1013.0,-102.0,-32.0,0.0,0.0,0.0,0.349,-0.656,0.297,0.598,6149.0,115649.0,29549.0,87747.0,49735.0,-0.494628906,-0.049804688,-0.015625,0.0,0.0,0.0,0.865995559,49.735,121.523
1687617288.0,-1018.0,-71.0,-42.0,0.0,0.0,0.0,0.348,-0.656,0.298,0.598,4949.0,114450.0,29549.0,87744.0,49735.0,-0.497070313,-0.034667969,-0.020507813,0.0,0.0,0.0,0.865965951,49.735,121.523
1687617291.0,-1010.0,-145.0,-30.0,0.0,0.0,0.0,0.349,-0.656,0.297,0.599,4499.0,114749.0,32249.0,87738.0,49730.0,-0.493164063,-0.070800781,-0.014648438,0.0,0.0,0.0,0.865906736,49.73,121.514
1687617297.0,-1011.0,-83.0,-57.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4799.0,115049.0,30899.0,87750.0,49735.0,-0.493652344,-0.040527344,-0.027832031,0.0,0.0,0.0,0.866025167,49.735,121.523
1687617301.0,-1021.0,-87.0,-38.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,3299.0,114299.0,31499.0,87745.0,49720.0,-0.498535156,-0.042480469,-0.018554688,0.0,0.0,0.0,0.86597582,49.72,121.496
1687617306.0,-1015.0,-110.0,-45.0,0.0,0.0,0.0,0.349,-0.656,0.297,0.598,6749.0,115799.0,28949.0,87738.0,49723.0,-0.495605469,-0.053710938,-0.021972656,0.0,0.0,0.0,0.865906736,49.723,121.5014
1687617309.0,-1018.0,-122.0,-30.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,6449.0,115349.0,29849.0,87747.0,49720.0,-0.497070313,-0.059570313,-0.014648438,0.0,0.0,0.0,0.865995559,49.72,121.496
1687617315.0,-1006.0,-117.0,-27.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4049.0,115499.0,31199.0,87748.0,49713.0,-0.491210938,-0.057128906,-0.013183594,0.0,0.0,0.0,0.866005428,49.713,121.4834
1687617318.0,-1010.0,-101.0,-40.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,6899.0,113700.0,30299.0,87746.0,49710.0,-0.493164063,-0.049316406,-0.01953125,0.0,0.0,0.0,0.86598569,49.71,121.478
1687617319.0,-1011.0,-98.0,-46.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,5699.0,116099.0,29849.0,87747.0,49715.0,-0.493652344,-0.047851563,-0.022460938,0.0,0.0,0.0,0.865995559,49.715,121.487
1687617322.0,-1009.0,-98.0,-48.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,5999.0,115049.0,30899.0,87752.0,49710.0,-0.492675781,-0.047851563,-0.0234375,0.0,0.0,0.0,0.866044905,49.71,121.478
1687617327.0,-1005.0,-103.0,-42.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,6299.0,115049.0,29699.0,87744.0,49705.0,-0.490722656,-0.050292969,-0.020507813,0.0,0.0,0.0,0.865965951,49.705,121.469
1687617336.0,-1003.0,-111.0,-36.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,4199.0,115349.0,31049.0,87744.0,49703.0,-0.489746094,-0.054199219,-0.017578125,0.0,0.0,0.0,0.865965951,49.703,121.4654
1687617337.0,-1012.0,-94.0,-45.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,3899.0,113399.0,30599.0,87744.0,49700.0,-0.494140625,-0.045898438,-0.021972656,0.0,0.0,0.0,0.865965951,49.7,121.46
1687617340.0,-1021.0,-91.0,-29.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4799.0,115049.0,31199.0,87748.0,49700.0,-0.498535156,-0.044433594,-0.014160156,0.0,0.0,0.0,0.866005428,49.7,121.46
1687617345.0,-1016.0,-105.0,-37.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,5549.0,113099.0,30149.0,87751.0,49693.0,-0.49609375,-0.051269531,-0.018066406,0.0,0.0,0.0,0.866035036,49.693,121.4474
1687617348.0,-1016.0,-93.0,-32.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,5399.0,114450.0,30599.0,87749.0,49693.0,-0.49609375,-0.045410156,-0.015625,0.0,0.0,0.0,0.866015297,49.693,121.4474
1687617354.0,-1019.0,-97.0,-39.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,3299.0,114749.0,30899.0,87745.0,49690.0,-0.497558594,-0.047363281,-0.019042969,0.0,0.0,0.0,0.86597582,49.69,121.442
1687617357.0,-1005.0,-112.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,4649.0,114450.0,30599.0,87747.0,49693.0,-0.490722656,-0.0546875,-0.020019531,0.0,0.0,0.0,0.865995559,49.693,121.4474
1687617358.0,-1008.0,-103.0,-42.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4799.0,115499.0,30449.0,87750.0,49693.0,-0.4921875,-0.050292969,-0.020507813,0.0,0.0,0.0,0.866025167,49.693,121.4474
1687617366.0,-1008.0,-102.0,-43.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,5249.0,115799.0,30149.0,87744.0,49675.0,-0.4921875,-0.049804688,-0.020996094,0.0,0.0,0.0,0.865965951,49.675,121.415
1687617375.0,-1010.0,-101.0,-42.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,3149.0,113399.0,30299.0,87745.0,49675.0,-0.493164063,-0.049316406,-0.020507813,0.0,0.0,0.0,0.86597582,49.675,121.415
1687617376.0,-1015.0,-104.0,-34.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3449.0,113700.0,30299.0,87751.0,49685.0,-0.495605469,-0.05078125,-0.016601563,0.0,0.0,0.0,0.866035036,49.685,121.433
1687617379.0,-1014.0,-115.0,-34.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4199.0,116399.0,30599.0,87748.0,49675.0,-0.495117188,-0.056152344,-0.016601563,0.0,0.0,0.0,0.866005428,49.675,121.415
1687617384.0,-1010.0,-103.0,-41.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3749.0,115049.0,29399.0,87745.0,49673.0,-0.493164063,-0.050292969,-0.020019531,0.0,0.0,0.0,0.86597582,49.673,121.4114
1687617387.0,-1017.0,-110.0,-34.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,4649.0,114450.0,29849.0,87749.0,49670.0,-0.496582031,-0.053710938,-0.016601563,0.0,0.0,0.0,0.866015297,49.67,121.406
1687617393.0,-1019.0,-104.0,-50.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,5249.0,115049.0,31199.0,87751.0,49660.0,-0.497558594,-0.05078125,-0.024414063,0.0,0.0,0.0,0.866035036,49.66,121.388
1687617397.0,-1011.0,-104.0,-39.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4949.0,114450.0,31349.0,87744.0,49660.0,-0.493652344,-0.05078125,-0.019042969,0.0,0.0,0.0,0.865965951,49.66,121.388
1687617405.0,-1027.0,-110.0,-55.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,5549.0,114749.0,30899.0,87749.0,49653.0,-0.501464844,-0.053710938,-0.026855469,0.0,0.0,0.0,0.866015297,49.653,121.3754
1687617409.0,-1018.0,-106.0,-50.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4049.0,115799.0,28949.0,87752.0,49655.0,-0.497070313,-0.051757813,-0.024414063,0.0,0.0,0.0,0.866044905,49.655,121.379
1687617411.0,-1007.0,-110.0,-46.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.598,2999.0,114299.0,29699.0,87744.0,49655.0,-0.491699219,-0.053710938,-0.022460938,0.0,0.0,0.0,0.865965951,49.655,121.379
1687617415.0,-1016.0,-102.0,-22.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4499.0,114749.0,30449.0,87742.0,49655.0,-0.49609375,-0.049804688,-0.010742188,0.0,0.0,0.0,0.865946213,49.655,121.379
1687617418.0,-1011.0,-131.0,-9.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.599,3449.0,115649.0,30299.0,87737.0,49655.0,-0.493652344,-0.063964844,-0.004394531,0.0,0.0,0.0,0.865896867,49.655,121.379
1687617423.0,-1008.0,-122.0,-32.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.598,5549.0,115499.0,30149.0,87738.0,49648.0,-0.4921875,-0.059570313,-0.015625,0.0,0.0,0.0,0.865906736,49.648,121.3664
1687617426.0,-1024.0,-87.0,-42.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,4799.0,113849.0,30449.0,87734.0,49643.0,-0.5,-0.042480469,-0.020507813,0.0,0.0,0.0,0.865867259,49.643,121.3574
1687617427.0,-1017.0,-101.0,-36.0,0.0,0.0,0.0,0.348,-0.656,0.297,0.598,3749.0,114749.0,31199.0,87735.0,49648.0,-0.496582031,-0.049316406,-0.017578125,0.0,0.0,0.0,0.865877128,49.648,121.3664
1687617436.0,-1007.0,-116.0,-19.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4199.0,114149.0,31799.0,87736.0,49643.0,-0.491699219,-0.056640625,-0.009277344,0.0,0.0,0.0,0.865886997,49.643,121.3574
1687617441.0,-1017.0,-81.0,-44.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,4799.0,115049.0,31949.0,87749.0,49645.0,-0.496582031,-0.039550781,-0.021484375,0.0,0.0,0.0,0.866015297,49.645,121.361
1687617444.0,-997.0,-99.0,-45.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,3749.0,115049.0,30449.0,87739.0,49640.0,-0.486816406,-0.048339844,-0.021972656,0.0,0.0,0.0,0.865916605,49.64,121.352
1687617445.0,-1013.0,-112.0,-43.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,3899.0,114450.0,29849.0,87735.0,49640.0,-0.494628906,-0.0546875,-0.020996094,0.0,0.0,0.0,0.865877128,49.64,121.352
1687617448.0,-1016.0,-100.0,-48.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,3449.0,114899.0,32099.0,87742.0,49643.0,-0.49609375,-0.048828125,-0.0234375,0.0,0.0,0.0,0.865946213,49.643,121.3574
1687617454.0,-1008.0,-101.0,-41.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,4049.0,114299.0,31199.0,87752.0,49640.0,-0.4921875,-0.049316406,-0.020019531,0.0,0.0,0.0,0.866044905,49.64,121.352
1687617457.0,-1009.0,-93.0,-39.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,5399.0,114149.0,30599.0,87752.0,49643.0,-0.492675781,-0.045410156,-0.019042969,0.0,0.0,0.0,0.866044905,49.643,121.3574
1687617462.0,-1016.0,-102.0,-65.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,3299.0,114299.0,30449.0,87742.0,49635.0,-0.49609375,-0.049804688,-0.031738281,0.0,0.0,0.0,0.865946213,49.635,121.343
1687617466.0,-1012.0,-104.0,-46.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,5399.0,113399.0,31049.0,87751.0,49633.0,-0.494140625,-0.05078125,-0.022460938,0.0,0.0,0.0,0.866035036,49.633,121.3394
1687617472.0,-1009.0,-102.0,-28.0,0.0,0.0,0.0,0.347,-0.656,0.296,0.599,4649.0,115649.0,30299.0,87749.0,49630.0,-0.492675781,-0.049804688,-0.013671875,0.0,0.0,0.0,0.866015297,49.63,121.334
1687617475.0,-1019.0,-104.0,-41.0,0.0,0.0,0.0,0.347,-0.656,0.296,0.599,3449.0,114149.0,29549.0,87762.0,49638.0,-0.497558594,-0.05078125,-0.020019531,0.0,0.0,0.0,0.866143597,49.638,121.3484
1687617480.0,-1001.0,-104.0,-56.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,3449.0,112200.0,31049.0,87755.0,49625.0,-0.488769531,-0.05078125,-0.02734375,0.0,0.0,0.0,0.866074513,49.625,121.325
1687617483.0,-1017.0,-112.0,-40.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,3899.0,114899.0,32099.0,87758.0,49628.0,-0.496582031,-0.0546875,-0.01953125,0.0,0.0,0.0,0.86610412,49.628,121.3304
1687617484.0,-1014.0,-87.0,-44.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,4649.0,114149.0,28799.0,87755.0,49635.0,-0.495117188,-0.042480469,-0.021484375,0.0,0.0,0.0,0.866074513,49.635,121.343
1687617487.0,-999.0,-115.0,-32.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,3449.0,114149.0,29249.0,87757.0,49628.0,-0.487792969,-0.056152344,-0.015625,0.0,0.0,0.0,0.866094251,49.628,121.3304
1687617493.0,-1009.0,-121.0,-49.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,4499.0,114299.0,31199.0,87757.0,49625.0,-0.492675781,-0.059082031,-0.023925781,0.0,0.0,0.0,0.866094251,49.625,121.325
1687617501.0,-1017.0,-90.0,-43.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,4649.0,115649.0,31349.0,87765.0,49618.0,-0.496582031,-0.043945313,-0.020996094,0.0,0.0,0.0,0.866173205,49.618,121.3124
1687617502.0,-1021.0,-106.0,-33.0,0.0,0.0,0.0,0.347,-0.656,0.296,0.599,4199.0,114899.0,29849.0,87760.0,49623.0,-0.498535156,-0.051757813,-0.016113281,0.0,0.0,0.0,0.866123859,49.623,121.3214
1687617505.0,-1011.0,-125.0,-53.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,4949.0,113700.0,30299.0,87759.0,49615.0,-0.493652344,-0.061035156,-0.025878906,0.0,0.0,0.0,0.86611399,49.615,121.307
1687617511.0,-1013.0,-98.0,-33.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,6449.0,114450.0,30299.0,87761.0,49625.0,-0.494628906,-0.047851563,-0.016113281,0.0,0.0,0.0,0.866133728,49.625,121.325
1687617514.0,-1007.0,-94.0,-26.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,4499.0,114749.0,29699.0,87762.0,49610.0,-0.491699219,-0.045898438,-0.012695313,0.0,0.0,0.0,0.866143597,49.61,121.298
1687617519.0,-1002.0,-121.0,-35.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4649.0,114450.0,30599.0,87754.0,49608.0,-0.489257813,-0.059082031,-0.017089844,0.0,0.0,0.0,0.866064643,49.608,121.2944
1687617522.0,-1009.0,-104.0,-38.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4649.0,114899.0,31349.0,87759.0,49610.0,-0.492675781,-0.05078125,-0.018554688,0.0,0.0,0.0,0.86611399,49.61,121.298
1687617523.0,-1010.0,-92.0,-24.0,0.0,0.0,0.0,0.347,-0.656,0.297,0.599,4049.0,115049.0,31199.0,87762.0,49610.0,-0.493164063,-0.044921875,-0.01171875,0.0,0.0,0.0,0.866143597,49.61,121.298
1687617532.0,-1006.0,-100.0,-33.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4199.0,114899.0,31799.0,87761.0,49610.0,-0.491210938,-0.048828125,-0.016113281,0.0,0.0,0.0,0.866133728,49.61,121.298
1687617540.0,-1006.0,-90.0,-41.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,4949.0,114450.0,30599.0,87757.0,49598.0,-0.491210938,-0.043945313,-0.020019531,0.0,0.0,0.0,0.866094251,49.598,121.2764
1687617541.0,-1022.0,-88.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,3449.0,115649.0,31799.0,87757.0,49600.0,-0.499023438,-0.04296875,-0.020019531,0.0,0.0,0.0,0.866094251,49.6,121.28
1687617544.0,-1012.0,-87.0,-22.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,5699.0,115649.0,28799.0,87754.0,49598.0,-0.494140625,-0.042480469,-0.010742188,0.0,0.0,0.0,0.866064643,49.598,121.2764
1687617550.0,-999.0,-93.0,-31.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,4049.0,114299.0,30149.0,87753.0,49593.0,-0.487792969,-0.045410156,-0.015136719,0.0,0.0,0.0,0.866054774,49.593,121.2674
1687617553.0,-1005.0,-100.0,-21.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,5399.0,113700.0,29849.0,87753.0,49595.0,-0.490722656,-0.048828125,-0.010253906,0.0,0.0,0.0,0.866054774,49.595,121.271
1687617558.0,-999.0,-110.0,-39.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4499.0,113849.0,30899.0,87761.0,49585.0,-0.487792969,-0.053710938,-0.019042969,0.0,0.0,0.0,0.866133728,49.585,121.253
1687617561.0,-1016.0,-90.0,-57.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,2999.0,115049.0,32249.0,87759.0,49583.0,-0.49609375,-0.043945313,-0.027832031,0.0,0.0,0.0,0.86611399,49.583,121.2494
1687617562.0,-1033.0,-85.0,-49.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.598,4949.0,114450.0,28499.0,87762.0,49590.0,-0.504394531,-0.041503906,-0.023925781,0.0,0.0,0.0,0.866143597,49.59,121.262
1687617571.0,-1005.0,-92.0,-53.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.598,4799.0,115799.0,30149.0,87761.0,49583.0,-0.490722656,-0.044921875,-0.025878906,0.0,0.0,0.0,0.866133728,49.583,121.2494
1687617576.0,-1010.0,-78.0,-41.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,3449.0,116099.0,28499.0,87757.0,49580.0,-0.493164063,-0.038085938,-0.020019531,0.0,0.0,0.0,0.866094251,49.58,121.244
1687617579.0,-1010.0,-122.0,-33.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,5249.0,115049.0,30149.0,87752.0,49585.0,-0.493164063,-0.059570313,-0.016113281,0.0,0.0,0.0,0.866044905,49.585,121.253
1687617580.0,-1011.0,-101.0,-44.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,3299.0,113549.0,29399.0,87757.0,49580.0,-0.493652344,-0.049316406,-0.021484375,0.0,0.0,0.0,0.866094251,49.58,121.244
1687617583.0,-1006.0,-110.0,-40.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,4499.0,114299.0,31199.0,87756.0,49580.0,-0.491210938,-0.053710938,-0.01953125,0.0,0.0,0.0,0.866084382,49.58,121.244
1687617589.0,-1012.0,-95.0,-52.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3299.0,112799.0,31949.0,87756.0,49575.0,-0.494140625,-0.046386719,-0.025390625,0.0,0.0,0.0,0.866084382,49.575,121.235
1687617592.0,-1004.0,-102.0,-53.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4199.0,115349.0,29849.0,87755.0,49575.0,-0.490234375,-0.049804688,-0.025878906,0.0,0.0,0.0,0.866074513,49.575,121.235
1687617593.0,-1010.0,-77.0,-54.0,0.0,0.0,0.0,0.347,-0.657,0.296,0.599,5699.0,115349.0,32099.0,87755.0,49573.0,-0.493164063,-0.037597656,-0.026367188,0.0,0.0,0.0,0.866074513,49.573,121.2314
1687617601.0,-1019.0,-68.0,-31.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3749.0,113549.0,30899.0,87748.0,49568.0,-0.497558594,-0.033203125,-0.015136719,0.0,0.0,0.0,0.866005428,49.568,121.2224
1687617607.0,-1017.0,-93.0,-26.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4049.0,114749.0,30149.0,87747.0,49573.0,-0.496582031,-0.045410156,-0.012695313,0.0,0.0,0.0,0.865995559,49.573,121.2314
1687617610.0,-1010.0,-106.0,-37.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4049.0,114749.0,30149.0,87741.0,49560.0,-0.493164063,-0.051757813,-0.018066406,0.0,0.0,0.0,0.865936343,49.56,121.208
1687617611.0,-1008.0,-103.0,-52.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4199.0,115349.0,32099.0,87738.0,49555.0,-0.4921875,-0.050292969,-0.025390625,0.0,0.0,0.0,0.865906736,49.555,121.199
1687617614.0,-1024.0,-104.0,-53.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4049.0,113549.0,30899.0,87739.0,49560.0,-0.5,-0.05078125,-0.025878906,0.0,0.0,0.0,0.865916605,49.56,121.208
1687617619.0,-1011.0,-99.0,-22.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,5249.0,113849.0,31199.0,87739.0,49560.0,-0.493652344,-0.048339844,-0.010742188,0.0,0.0,0.0,0.865916605,49.56,121.208
1687617622.0,-1001.0,-96.0,-53.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,4799.0,114299.0,31949.0,87737.0,49558.0,-0.488769531,-0.046875,-0.025878906,0.0,0.0,0.0,0.865896867,49.558,121.2044
1687617628.0,-1015.0,-100.0,-51.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,3899.0,114450.0,30599.0,87738.0,49548.0,-0.495605469,-0.048828125,-0.024902344,0.0,0.0,0.0,0.865906736,49.548,121.1864
1687617632.0,-1020.0,-102.0,-34.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,5699.0,114450.0,31799.0,87743.0,49550.0,-0.498046875,-0.049804688,-0.016601563,0.0,0.0,0.0,0.865956082,49.55,121.19
1687617637.0,-1004.0,-101.0,-45.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3899.0,115349.0,31799.0,87742.0,49550.0,-0.490234375,-0.049316406,-0.021972656,0.0,0.0,0.0,0.865946213,49.55,121.19
1687617640.0,-1011.0,-103.0,-37.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.599,4199.0,115349.0,32099.0,87745.0,49545.0,-0.493652344,-0.050292969,-0.018066406,0.0,0.0,0.0,0.86597582,49.545,121.181
1687617646.0,-1017.0,-106.0,-38.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4949.0,116399.0,31349.0,87750.0,49540.0,-0.496582031,-0.051757813,-0.018554688,0.0,0.0,0.0,0.866025167,49.54,121.172
1687617649.0,-999.0,-102.0,-49.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,5399.0,116099.0,30299.0,87748.0,49530.0,-0.487792969,-0.049804688,-0.023925781,0.0,0.0,0.0,0.866005428,49.53,121.154
1687617650.0,-1011.0,-107.0,-42.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4649.0,116099.0,30599.0,87749.0,49535.0,-0.493652344,-0.052246094,-0.020507813,0.0,0.0,0.0,0.866015297,49.535,121.163
1687617653.0,-1017.0,-106.0,-25.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4199.0,114149.0,31349.0,87747.0,49528.0,-0.496582031,-0.051757813,-0.012207031,0.0,0.0,0.0,0.865995559,49.528,121.1504
1687617658.0,-1000.0,-101.0,-46.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4199.0,115349.0,30599.0,87746.0,49528.0,-0.48828125,-0.049316406,-0.022460938,0.0,0.0,0.0,0.86598569,49.528,121.1504
1687617667.0,-1014.0,-106.0,-42.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4799.0,114749.0,29699.0,87753.0,49515.0,-0.495117188,-0.051757813,-0.020507813,0.0,0.0,0.0,0.866054774,49.515,121.127
1687617668.0,-993.0,-95.0,-31.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,3149.0,115649.0,30599.0,87750.0,49512.0,-0.484863281,-0.046386719,-0.015136719,0.0,0.0,0.0,0.866025167,49.512,121.1216
1687617671.0,-1024.0,-111.0,-42.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4199.0,114450.0,29849.0,87751.0,49512.0,-0.5,-0.054199219,-0.020507813,0.0,0.0,0.0,0.866035036,49.512,121.1216
1687617676.0,-1004.0,-104.0,-47.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4499.0,114749.0,32249.0,87748.0,49507.0,-0.490234375,-0.05078125,-0.022949219,0.0,0.0,0.0,0.866005428,49.507,121.1126
1687617679.0,-1019.0,-110.0,-42.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,5399.0,114149.0,31799.0,87749.0,49507.0,-0.497558594,-0.053710938,-0.020507813,0.0,0.0,0.0,0.866015297,49.507,121.1126
1687617685.0,-1012.0,-104.0,-52.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4799.0,113849.0,30899.0,87752.0,49502.0,-0.494140625,-0.05078125,-0.025390625,0.0,0.0,0.0,0.866044905,49.502,121.1036
1687617688.0,-1014.0,-95.0,-38.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,2999.0,113849.0,31499.0,87754.0,49500.0,-0.495117188,-0.046386719,-0.018554688,0.0,0.0,0.0,0.866064643,49.5,121.1
1687617689.0,-1001.0,-113.0,-42.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,5399.0,113700.0,31349.0,87754.0,49497.0,-0.488769531,-0.055175781,-0.020507813,0.0,0.0,0.0,0.866064643,49.497,121.0946
1687617697.0,-1010.0,-91.0,-56.0,0.0,0.0,0.0,0.348,-0.656,0.296,0.599,4049.0,115049.0,31199.0,87749.0,49487.0,-0.493164063,-0.044433594,-0.02734375,0.0,0.0,0.0,0.866015297,49.487,121.0766
1687617706.0,-1009.0,-99.0,-35.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4199.0,114149.0,31799.0,87741.0,49482.0,-0.492675781,-0.048339844,-0.017089844,0.0,0.0,0.0,0.865936343,49.482,121.0676
1687617707.0,-1005.0,-107.0,-33.0,0.0,0.0,0.0,0.348,-0.657,0.297,0.599,4799.0,116249.0,31199.0,87742.0,49482.0,-0.490722656,-0.052246094,-0.016113281,0.0,0.0,0.0,0.865946213,49.482,121.0676
1687617710.0,-1008.0,-92.0,-46.0,0.0,0.0,0.0,0.347,-0.657,0.297,0.598,3749.0,115049.0,28949.0,87740.0,49480.0,-0.4921875,-0.044921875,-0.022460938,0.0,0.0,0.0,0.865926474,49.48,121.064
1687617715.0,-1011.0,-107.0,-47.0,0.0,0.0,0.0,0.348,-0.657,0.296,0.598,4649.0,114899.0,30599.0,87745.0,49480.0,-0.493652344,-0.052246094,-0.022949219,0.0,0.0,0.0,0.86597582,49.48,121.064
